Ralph Izard,Arthur Middleton,Aug. 26 1782
James Madison,Edmund Randolph,Aug. 27 1782
Charles Thomson,Notes of Debates,Aug. 27-28 1782
James Lovell,William Whipple,Aug. 30 1782
Hugh Williamson,Alexander Martin,Sept. 2 1782
James Madison,Edmund Randolph,Sept. 3 1782
John Witherspoon,Proposed Resolves,Sept. 6 1782
John Witherspoon,Speech on Loan-Office Certificates,Sept. 9 1782
The Virginia Delegates,Benjamin Harrison,Sept. 10 1782
James Madison,Edmimd Randolph,Sept. 10 1782
The South Carolina Delegates,John Mathews,Sept. 10 1782
John Taylor Oilman,Meshech Weare,Sept. 11 1782
John Taylor Oilman,Josiah Bartlett,Sept. 11 1782
Ezra L'Hommedieu,George Clinton,Sept. 11 1782
The North Carolina Delegates,Alexander Martin,Sept. 11 1782
Charles Thomson,Notes of Debates,Sept. 16-17 1782
John Taylor Gilman,Josiah Bartlett,Sept. 17 1782
Samuel Osgood,Henry Knox,Sept. 17 1782
The Virginia Delegates,Benjamin Harrison,Sept. 17 1782
James Madison,Edmund Randolph,Sept. 17 1782
The South Carolina Delegates,John Mathews. Sept. 17 1782
Arthur Middleton,Edward Rutledge,Sept. 17 1782
John Taylor Gilman,Meshech Weare,Sept. 18 1782
John Rutledge,Nathanael Greene,Sept. 18 1782
Charles Thomson,Notes of Debates,Sept. 19-20 1782
William Ellery,Nathan Miller,Sept. 21 1782
The New York Delegates,George Clinton,Sept. 21 1782
James Duane,George Clinton,Sept. 21 1782
The Virginia Delegates,Benjamin Harrison,Sept. 24 1782
James Madison,Edmund Randolph,Sept. 24 1782
John Taylor Gilman,Meshech Weare. Sept. 25 1782
Abraham Clark,John Mehelm,Sept. 26 1782
The New York Delegates,ICzekiel Cornell. Sept. 30 1782
The Virginia Delegates,Benjamin Harrison,Oct. 1 1782
John Taylor Gilman,Meshech Weare,Oct. 2 1782
John Taylor Gilman,Meshech Weare,Oct. 2 1782
Elias Boudinot,Lewis Pintard,Oct. 2 1782
Ralph Izard,Mrs. Izard,Oct. 7 1782
Jonathan Arnold,William Greene,Oct. 8 1782
Daniel Carroll,Daniel of St. Thomas Jenifer,Oct. 8 1782
James Madison,Edmund Randolph,Oct. 8 1782
Joseph Jones,Edmund Pendleton,Oct. 8 1782
Ezra L'Hommedieu,George Clinton,Oct. 9 1782
James Duane,George Clinton,Oct. 9 1782
The Rhode Island Delegates,William Greene,Oct. 13 1782
The Rhode Island Delegates,William Greene,Oct. 15 1782
The Virginia Delegates,Benjamin Harrison,Oct. 15 1782
James Madison,Edmund Randolph. Oct. 15 1782
David Howell,John Carter,Oct. 16 1782
Ezra L'Hommedieu,George Clinton. Oct. 16 1782
David Howell,Nathanael Greene,Oct. 18 1782
Thomas Smith,the Pennsylvania Council,Oct. 18 1782
The Rhode Island Delegates,William Greene,Oct. 19 1782
Eliphalet Dyer,Jonathan Trumbull. Oct. 19 1782
James Madison,Edmund Randolph,Oct. 22 1782
James Madison,Edmund Pendleton,Oct. 22 1782
The North Carolina Delegates,Alexander Martin. Oct. 22 1782
John Taylor Gilman,Josiah Bartlett,Oct. 23 1782
Samuel Osgood,John Hancock. Oct. 23 1782
James Duane,George Clinton,Oct. 23 1782
Ezra L'Hommedieu,George Clinton,Oct. 23 1782
Elias Boudinot,William Livingston,Oct. 23 1782
Ralph Izard,John Lowell,Oct. 23 1782
The North Carolina Delegates,Alexander Martin,Oct. 25 1782
John Taylor Ciilman,Meshech Weare,Oct. 29 1782
The Virginia Delegates,Benjamin Harrison. Oct. 29 1782
James Madison,Edmund Randolph,Oct. 29 1782
James Duane,George Clinton,Oct. 30 1782
John Hanson,Estevan Miro,Oct. 31 1782
James Madison,Edmund Pendleton,Nov. S 529 1782
David Howell,Nathanael Greene,Nov. 5 1782
Ezra L'Hommedieu,George Clinton,Nov. 5 1782
The Virginia Delegates,Benjamin Harrison,Nov. 5 1782
James Madison,Edmund Randolph,Nov. 5 1782
Phillips White,Meshech Weare,Nov. 6 1782
David Howell,Moses Brown,Nov. 6 1782
Elias Boudinot,Lewis Pintard,Nov. 6 1782
Eliphalet Dyer,Jonathan Trumbull,Nov. 8 1782
The North Carolina Delegates,Alexander Martin,Nov. 9 1782
James Madison,Edmund Randolph,Nov. 12 1782
Joseph Jones,Edmund Pendleton,Nov. 12 1782
Ezra L'Hommedieu,George Clinton,Nov. 13 1782
James Duane,George Clinton,Nov. 15 1782
James Madison,Benjamin Harrison,Nov. 15 1782
David Howell,Welcome Arnold,Nov. 17 1782
Samuel Wharton,George Read,Nov. 17 1782
Ezra L'Hommedieu ta George Clinton,Nov. 18 1782
Hugh Williamson,Alexander Martin,Nov. 18 1782
James Madison,Edmund Randolph,Nov. 19 1782
John Taylor Gilman,Meshech Weare,Nov. 20 1782
The Virginia Delegates,Benjamin Harrison,Nov. 26 1782
James Madison,Edmund Randolph,Nov. 26 1782
The President of Congress (Elias Boudinot),George Washington,Nov. 27 1782
James Madison,Edmund Randolph,Dec. 3 1782
Phillips White,Josiah Bartlett,Dec. 4 1782
John Taylor Gilman,Meshech Weare,Dec. 4 1782
Samuel Osgood,Henry Knox,Dec. 4 1782
James Duane,George Clinton,Dec. 5 1782
Elias Boudinot,George Read,Dec. 6 1782
Jonathan Arnold,William Greene,Dec. 6 1782
The Rhode Island Delegates,William Greene,Dec. 7 1782
William Floyd,George Clinton,Dec. 7 1782
The New York Delegates,George Clinton,Dec. 9 1782
William Floyd,James Duane,Dec. 9 1782
The Virginia Delegates,Benjamin Harrison,Dec. 10 1782
James Madison,Edmund Randolph,Dec. 10 1782
Elias Boudinot,John Lowell,Dec. 11 1782
Elias Boudinot,Thomas Chittenden. Dec. 11 1782
The New Hampshire Delegates,Meshech Weare,Dec. 11 1782
Abraham Oark,Elias Dayton,Dec. 16 1782
John Taylor Gilman,Meshech Weare,Dec. 17 1782
The Virginia Delegates,Benjamin Harrison,Dec. 17 1782
James Madison,Edmund Randolph,Dec. 17 1782
Jonathan .Arnold,William Greene. Dec. 18 1782
Daniel Carroll,William Paca,Dec. 21 1782
Elias Boudinot,Lewis Pintard. Dec. 24 1782
James Madison,Edmutid Randolph,Dec. 24 1782
Elias Boudinot,Elias Dayton. Dec. 25 1782
Phillips White,Meshech Weare. Dec. 25 1782
Oliver Wolcott,Mrs. Wolcott. Dec. 28 1782
James Madi.son,Edmund Randolph. Dec. 30 1782
The Virginia Delegates,Benjamin Harrison,Dec. 31 1782
