Benjamin Hawkins,Richard Caswell,July 10 1787
Richard Henry Lee,Francis Lightfoot Lee,July 14 1787
Richard Henry Lee,George Washington,July 15 1787
Nathan Dane,Rufus King,July 16 1787
Edward Carrington,Beverley Randolph,July 17 1787
William Blount,John Gray Blount,July 19 1787
The Virginia Delegates,Beverley Randolph,July 22 1787
Richard Henry Lee,Thomas Lee Shippen,July 22 1787
Charles Thomson,Beverley Randolph,July 23 1787
Charles Thomson,Charles Pinckney,July 23 1787
Edward Carrington,James Madison,July 25 1787
William Pierce,William Short,July 25 1787
Richard Henry Lee,William Lee,July 30 1787
Pierce Butler,Weedon Butler,Aug. 1 1787
Charles Thomson,Samuel Huntington,Aug. 6 1787
Edward Carrington,James Monroe,Aug. 7 1787
William Grayson,James Monroe,Aug. 8 1787
Arthur St. Clair,Horatio Gates,Aug. 9 s 1787
Arthur St. Clair,Jeremiah Wadsworth,Aug. 9 1787
Charles Thomson,the Several States,Aug. 10 1787
Edward Carrington,James Madison,Aug. 11 1787
Nathan Dane,Rufus King,Aug. 12 1787
Arthur St. Clair,Certain States,Aug. 13 1787
Benjamin Hawkins,Richard Caswell,Aug. 14 1787
John Baptiste Ashe,Richard Caswell,Aug. 16 1787
William Blount,Richard Caswell,Aug. 20 1787
Richard Henry Lee,Richard Lee (?),Aug. 22 1787
Abraham Yates jr.,to Jeremiah van Rensselaer and Henry Acthandt,Aug. 29 1787
William Grayson,James Madison,Aug. 31 1787
Richard Henry Lee,John Adams,Sept. 5 1787
William Harrison,William Smallwood,Sept. 7 1787
Richard Henry Lee,Richard Lee,Sept. 13 1787
Jonathan Sturges,Samuel Huntington,Sept. 17 1787
Benjamin Hawkins,Richard Caswell,Sept. 17 1787
Stephen Mix Mitchell,William Samuel Johnson,Sept. 18 1787
Roger Alden,Statement,Sept. 21 1787
William Bingham,Thomas FitzSimons,Sept. 21 1787
Edward Carrington,James Madison,Sept. 23 1787
Charles Thomson,Walter Livingston,Sept. 26 1787
Richard Henry Lee,Proposed Amendments to the Constitution,Sept. 27 1787
Charles Thomson,the Several States,Sept. 28 1787
James Madison,George Washington,Sept. 30 1787
Richard Henry Lee,George Mason,Oct. 1 1787
Richard Henry Lee,William Shippen jr.,Oct. 2 1787
Richard Henry Lee,Samuel Adams,Oct. 5 1787
Nathaniel Ramsey,William Smallwood,Oct. 6 1787
James Madison,Edmund Randolph,Oct. 7 1787
Lambert Cadwalader,George Mitchell,Oct. 8 1787
Richard Henry Lee,George Washington,Oct. 11 1787
James Madison,George Washington,Oct. 14 1787
Richard Henry Lee,Edmund Randolph,Oct. 16 1787
Charles Thomson,the Several States,Oct. 18 1787
William Grayson,James Monroe,Oct. 22 1787
Edward Carrington,Thomas Jefferson,Oct. 23 1787
James Madison,Thomas Jefferson,Oct. 24 1787
James Madison,William Short,Oct. 24 1787
Charles Thomson,the Governors of North Carolina and Georgia,Oct. 25 1787
Edward Carrington,William Short,Oct. 25 1787
James White,William Blount,Oct. 25 1787
Charles Thomson,George Washington,Oct. 27 1787
Charles Thomson,the Governors of North Carolina; South Carolina;Georgia,Oct. 27 1787
Rufus King,John Adams,Oct. 27 1787
Richard Henry Lee,Samuel Adams,Oct. 27 1787
Nicholas Gilman,John Sullivan,Oct. 31 1787
The Virginia Delegates,Edmund Randolph,Nov. 3 1787
Nicholas Gilman,John Sullivan,Nov. 7 1787
Edward Carrington,Thomas Jefferson,Nov. 10 1787
William Grayson,William Short,Nov. 10 1787
Edward Carrington,William Short,Nov. 11 1787
James White,Richard Caswell,Nov. 13 1787
James White,James Hogg,Nov. 17 1787
James Madison,George Washington,Nov. 18 1787
Nicholas Gilman,William Irvine,Nov. 20 1787
Samuel Alleyne Otis,James Warren,Nov. 27 1787
Charles Thomson,the Several States,Nov. 28 1787
William Samuel Johnson,Samuel William Johnson,Nov. 29 1787
Dyre Kearny,Charles Thomson,Dec. 1 1787
James Madison,Thomas Jefferson,Dec. 9 1787
Charles Thomson,Alexander Contee Hanson,Dec. 10 1787
The Virginia Delegates,Edmund Randolph,Dec. 11 1787
James Madison,Horatio Gates,Dec. 11 1787
The North Carolina Delegates,the North Carolina General Assembly,Dec. 15 1787
James Madison,Thomas Jefferson,Dec. 20 1787
Edward Carrington,Timothy Pickering,Dec 22 1787
Charles Thomson,Samuel Huntington,Dec. 27 1787
Charles Pettit,William Irvine,Dec. 29 1787
James Randolph Reid,George Ross,Jan. 4 1787
James Madison,Edmund Randolph,Jan. 10 1787
James Madison,George Washington,Jan. 20 1787
James White,Charles Thomson,Jan. 22 1787
Charles Thomson,the Several States,Jan. 23 1787
James Madison,Edmund Randolph,Jan. 27 1787
Charles Thomson,Thomas FitzSimons,Feb. 3 1787
Samuel Alleyne Otis,James Warren,Feb. 6 1787
James White,Samuel Johnston,Feb. 11 1787
Joseph Piatt Cooke,Jeremiah Wadsworth,Feb. 13 1787
Charles Thomson,the Several States,Feb. 15 1787
Paine Wingate,John Sullivan,Feb. 16 1787
Cyrus Griffin,Thomas FitzSimons,Feb. 18 1787
James Madison,Thomas Jefferson,Feb. 19 1787
The South Carolina Delegates,Thomas Pinckney,Feb. 19 1787
Charles Thomson,Rufus King,Feb. 24 1787
Samuel Alleyne Otis,James Warren,Feb. 27 1787
The Pennsylvania Delegates,Peter Muhlenberg,Feb. 28 1787
Charles Thomson,Richard Winn,Mar. 1 1787
The Pennsylvania Delegates,Benjamin Franklin,Mar. 2 1787
Cyrus Griffin,Thomas FitzSimons,Mar. 3 1787
James Madison,Edmund Randolph,Mar. 3 1787
Nicholas Gilman,John Langdon,Mar. 6 1787
Nathan Dane,Samuel Holten,Mar. 15 1787
Cyrus Griffin,James Madison,Mar. 17 1787
William Irvine,Thomas FitzSimons,Mar. 17 1787
Nicholas Gilman,John Sullivan,Mar. 22 1787
Nicholas Gilman,John Sullivan,Mar. 23 1787
The Virginia Delegates,Edmund Randolph,Mar. 23 1787
Cyrus Griffin,James Madison,Mar. 24 1787
Pierpont Edwards,Jeremiah Wadsworth,Mar. 26 1787
Paine Wingate,Timothy Pickering,Mar. 29 1787
Pierpont Edwards,Jeremiah Wadsworth,Mar. 31 1787
Abraham Baldwin,Joseph Clay,Mar. 31 1787
The Virginia Delegates,Edmund Randolph,Apr. 3 1787
Samuel Alleyne Otis,George Thatcher,Apr. 6 1787
Cyrus Griffin,James Madison,Apr. 7 1787
James Madison,George Nicholas,Apr. 8 1787
John Brown,James Madison,Apr. 9 1787
Charles Thomson,Arthur St. Clair,Apr. 11 1787
Paine Wingate,Samuel Lane,Apr. 12 1787
Samuel Alleyne Otis,George Thatcher,Apr. 13 1787
Cyrus Griffin,James Madison,Apr. 14 1787
Cyrus Griffin,Samuel Johnston,Apr. 14 1787
Charles Pettit,Benjamin Franklin,Apr. 14 1787
Charles Thomson,James McHenry,Apr. 19 1787
Nicholas Gilman,John Sullivan,Apr. 19 1787
Nathan Dane,George Thatcher,Apr. 20 1787
The Virginia Delegates,William Heth,Apr. 20 1787
Abraham Baldwin,Thomas Jefferson,Apr. 20 1787
James White,Samuel Johnston,Apr. 21 1787
Paine Wingate,John Sullivan,Apr. 23 1787
George Thatcher,Pierse Long,Apr. 23 1787
Edward Carrington,Thomas Jefferson,Apr. 24 1787
Cyrus Griffin,James Madison,Apr. 28 1787
Cyrus Griffin,Thomas FitzSimons,Apr. 30 1787
Charles Thomson,John Collins,May 3 1787
Paine Wingate,John Sullivan,May 3  1787
Cyrus Griffin,James Madison. May 5 1787
James Randolph Reid,Peter Muhlenberg,May 5 1787
Samuel Alleyne Otis,Benjamin Lincoln,May 8 1787
The Virginia Delegates,Edmund Randolph,May 8 1787
The President of Congress (Cyrus Griffin),Samuel Johnston,May 8 1787
Cyrus Griffin,James Madison,May 12 1787
Charles Thomson,the Several States,May 12 1787
John Brown,James Madison,May 12 1787
James Madison,George Nicholas,May 17 1787
Samuel Alleyne Otis,George Thatcher,May 18 1787
Cyrus Griffin,James Madison,May 19 1787
Cyrus Griffin,Thomas FitzSimons,May 26 1787
Cyrus Griffin,James Madison,May 26 1787
Hugh Williamson,Samuel Johnston,May 26 1787
The Massachusetts Delegates,John Hancock,May 27 1787
Edward Carrington,James Madison,May 28 1787
James Randolph Reid,William Irvine,May 30 1787
John Armstrong jr.,to Horatio Gates,May 30 1787
Hugh Williamson,Samuel Johnston,May 30 1787
Edward Carrington,James Madison,May 31 1787
Paine Wingate,Samuel I-ane,June 2 1787
Hugh Williamson,James Madison,June 2 1787
Hugh Williamson,John Gray Blount,June 3 1787
The Rhode Island Delegates,John Collins. June 5 1787
The Rhode Island Delegates,John Collins,June 6 1787
The Pennsylvania Delegates,Benjamin Franklin,June 6 1787
John Brown,James Madison,June 7 1787
Edward Carrington,Edmund Randolph,June 9 1787
Edward Carrington,Thomas Jefferson,June 9 1787
Charles Thomson,George Mathews,June 10 1787
Hugh Williamson,James Iredell,June 11 1787
Edward Carrington,James Wilson,June 17 1787
Abraham Baldwin,Ebenezer Hazard,June 17 1787
William Bingham,John Nicholson,June 18 1787
Edward Carrington,Edmund Randolph,June 19 1787
Nathaniel Gorham,Nathan Dane,June 23 1787
Edward Carrington,Edmund Randolph,June 25 1787
Edward Carrington,James Madison,June 25 1787
John Brown,Archibald Stuart,June 25 1787
Paine Wingate,Samuel Lane,June 26 1787
The New Hampshire Delegates,John Langdon,July 2 1787
Charles Thomson,Samuel McDowell,July 3 1787
Theodore Sedgwick,Nathan Dane,July 3 1787
The Pennsylvania Delegates,John Nicholson,July 7 1787
The Pennsylvania Delegates,the Board of Treasury,July 7 1787
John Swann,James Iredell,July 7 1787
Peleg Arnold,Welcome Arnold,July 11 1787
James Madison,Edmund Randolph,July 16 1787
Charles Thomson,George Handley,July 17 1787
Paine Wingate,John Pickering. July 17 1787
Samuel Alleyne Otis,George Thatcher,July 17 1787
James Madison,George Washington,July 21 1787
Abraham Clark,Thomas Sinnickson,July 23 1787
The Virginia Delegates,Edmund Randolph,July 25 1787
Paine Wingate,John Langdon. July 26 1787
Hugh Williamson,James Iredell,July 26 1787
Hugh Williamson,James Iredell,July 26 1787
The North Carolina Delegates,Samuel Johnston,July 27 1787
The Pennsylvania Delegates,Benjamin Franklin,July 28 1787
William Irvine,William Alexander,July 28 1787
Paine Wingate,Samuel Lane,July 29 1787
James Madison,Tench Coxe,July 30 1787
Paine Wingate,John Pickering,July 31 1787
James Madison,Edmund Randolph,Aug. 2 1787
William Bingham,Thomas Willing,Aug. 7 1787
James Madison,Thomas Jefferson,Aug. 10 1787
Edward Carrington,Thomas Jefferson,Aug. 10 1787
John Brown,Thomas Jefferson,Aug. 10 1787
Henry Lee,Richard Henry Lee,Aug. 10 1787
The Pennsylvania Delegates,Peter Muhlenberg,Aug. 11 1787
James Madison,Edmund Randolph,Aug. 11 1787
James Madison,George Washington,Aug. 11 1787
Jeremiah Wadsworth,Andrew Huntington,Aug. 12 1787
Charles Thomson,the Postmaster at Philadelphia,Aug. 15 1787
The South Carolina Delegates,Thomas Pinckney,Aug. 16 1787
Paine Wingate,Timothy Pickering,Aug. 18 1787
James Madison,James Madison,sr.,Aug. 18 1787
James Madison,Thomas Jefferson,Aug. 23 1787
Hugh Williamson,James Iredell,Aug. 23 1787
James Madison,George Washington,Aug. 24 1787
Charles Thomson,Arthur St. Clair,Sept. 1 1787
Hugh Williamson,Samuel Johnston,Sept. 1 1787
Charles Thomson,Samuel Johnston,Sept. 4 1787
Nicholas Gilman,John Langdon,Sept. 5 1787
Alexander Hamilton,Elbridge Gerry,Sept. 6 1787
Hugh Williamson,Samuel Johnston,Sept. 6 1787
The South Carolina Delegates,Thomas Pinckney,Sept. 6 1787
Paine Wingate,John Langdon,Sept. 11 1787
Nicholas Gilman,John Langdon,Sept. 13 1787
Henry Lee,George Washington,Sept. 13 1787
James Madison,George Washington,Sept. 14 1787
Edward Carrington,James Monroe,Sept. 15 1787
Charles Thomson,the Several States,Sept. 17 1787
Hugh Williamson,Samuel Johnston,Sept. 17 1787
Benjamin Contee,Christopher Richmond,Sept. 20 1787
James Madison,Thomas Jefferson,Sept. 21 1787
John Swann,James Iredell,Sept. 21 1787
Hugh Williamson,James Iredell,Sept. 22 1787
James Madison,Edmund Randolph,Sept. 24 1787
James Madison,George Washington,Sept. 26 1787
George Thatcher,Nathan Dane,Oct. 2 1787
John Armstrong jr.,to Peter Muhlenberg,Oct. 9 1787
Hugh Williamson,Samuel Johnston,Oct. 10 1787
James Madison,John Brown,Oct. 12 1787
Edward Carrington,James Monroe,Oct. 12 1787
Hugh Williamson,Samuel Johnston,Oct. 13 1787
James Madison,Thomas Jefferson,Oct. 17 1787
Hugh Williamson,Samuel Johnston,Oct. 17 1787
Peleg Arnold,John Collins,Oct. 20 1787
Edward Carrington,Edmund Randolph,Oct. 20 1787
Charles Thomson,George Mathews,Oct. 22 1787
Samuel Alleyne Otis,Nathan Dane,Oct. 29 1787
Charles Thomson,the Several States,Nov. 4 1787
Cyrus Griffin,Edmund Randolph,Nov. 22 1787
James Madison,Thomas Jefferson,Dec. 8 1787
John Jay,Peter T. Curtenius,Dec. 10 1787
Samuel Alleync Otis,Jeremiah Wadsworth,Jan. 12 1787
Tench Coxe,Benjamin Rush,Jan. 13 1787
Hugh Williamson,Samuel Johnston,Jan. 19 1787
Tench Coxe,Thomas Mifflin,Jan. 26 1787
Tench Coxe,James Madison,Jan. 27 1787
John Dawson,Beverley Randolph,Jan. 29 1787
John Dawson,James Madison,Jan. 29 1787
Tench Coxe,Thomas Mifflin. Feb. 1 1787
Cyrus Griffin,Beverley Randolph,Feb. 2 1787
The Pennsylvania Delegates,George Ross,Feb. 2 1787
Samuel Alleyne Otis,James Madison,Feb. 4 1787
Charles Thomson,John Eager Howard,Feb. 9 1787
James Randolph Reid,Nicholas Gilman,Feb. 14 1787
Charles Thomson,Samuel Huntington,Feb. 19 1787
Hugh Williamson,William Blount,Feb. 22 1787
Hugh Williamson,Samuel Johnston,Mar. 2 B24 1787
Cyrus Griffin,Beverley Randolph,Mar. 9 1787
Hugh Williamson,Samuel Johnston,Mar. 9 1787
Charles Thomson,Winthrop Sargent,Mar. 11 1787
Charles Thomson,the Several States,Mar. 18 1787
Tench Coxe,James Madison,Mar. 18 1787
Hugh Williamson,Samuel Johnston,Mar. 23 1787
Samuel Alleyne Otis,Nathan Dane,Mar. 28 1787
Charles Thomson,Robert Morris,Apr. 7 1787
Charles Thomson,the President of the United States (George Washington ),Apr. 24 1787
Charles Thomson,Charles Pinckney,Apr. 27 1787
Hugh Williamson,Samuel Johnston,Apr. 27 1787
Charles Thomson,Sundry Printers,May 1 1787
Charles Thomson,Statement,May 1 1787
Charles Thomson,George Washington,May 19 1787
Charles Thomson,John Vining,May 20 1787
Charles Thomson,the Board of Treasury,July 17 1787
Charles Thomson,George Washington,July 23 1787
Charles Thomson,George Washington,July 26 1787
Francis Dana,Elbridge Gerry,June 28 1787
Charles Thomson,Samuel Hardy,July 2 1787
Charles Thomson,Richard Dobbs Spaight,July 2 1787
Charles Thomson,Samuel Hardy,July 5 1787
Charles Thomson,the Commissioners in Paris,July 16 1787
Charles Thomson,Samuel Hardy,July 20 1787
Charles Thomson,Benjamin Bankson,July 20 1787
Francis Dana,Elbridge Gerry,July 20 1787
Charles Thomson,Benjamin Bankson,July 21 1787
Charles Thomson,Jacob Read,July 23 1787
Charles Thomson,Benjamin Bankson,July 27 1787
Charles Thomson,Benjamin Bankson,July 30 1787
Charles Thomson,William Churchill Houston,July 30 1787
John Montgomery,Charles Thomson,Aug. 2 1787
Charles Thomson,Robert Morris,Aug. 3 1787
Charles Thomson,Samuel Hardy,Aug. 3 1787
Charles Thomson,Samuel Hardy,Aug. 13 1787
Charles Thomson,Benjamin Bankson,Aug. 13 1787
Charles Thomson,the Commissioners in Paris,Aug. 13 1787
Charles Thomson,Benjamin Franklin,Aug. 13 1787
Charles Thomson,Monsieur Aycard,Aug 13 1787
Jacob Read,Charles Thomson,Aug. 13 1787
Jacob Read,Proposed Entry in the Journals,Aug. 13 1787
Jacob Read,Charles Thomson,Aug. 16 1787
Charles Thomson,Benjamin Bankson,Aug. 17 1787
Charles Thomson,Samuel Hardy,Aug. 17 1787
Jonathan Blanchard,Elbridge Gerry,Aug. 17 1787
Jacob Read,Charles Thomson,Oct. 13 1787
Charles Thomson,Daniel of St. Thomas Jenifer Oct. 31 1787
