James McHenry,John Hall,Sept. 28 1785
Elbridge Gerry,Samuel Adams,Sept. 30 1785
Charles Thomson,the Commissioners for treating with the Southern Indians,Oct. 3 1785
David Jackson,John Dickinson,Oct. 3 1785
William Hindman,William Paca,Oct. 3 1785
William Grayson,George Washington,Oct. 3 1785
Charles Thomson,William Moultrie,Oct. 5 1785
The Maryland Delegates,Daniel of St. Thomas Jenifer,Oct. 5 1785
Charles Thomson,John Jay,Oct. 6 1785
Charles Thomson,John Jay,Oct. 6 1785
Charles Thomson,John Langdon,Oct. 7 1785
Charles Thomson,James Bowdoin,Oct. 7 1785
Charles Thomson,Matthew Griswold,Oct. 7 1785
Charles Thomson,Certain States,Oct. 7 1785
Richard Henry Lee,unknown,Oct. 10 1785
Joseph Gardner,John Nicholson,Oct. 10 1785
John Habersham,William Gibbons jr.,Oct. 10 1785
Richard Henry Lee,George Washington,Oct. 10 1785
James McHenry,Daniel of St. Thomas Jenifer,Oct. 11 1785
Pierse Long,John Langdon,Oct. 14 1785
William Grayson,James Madison,Oct. 14 1785
Charles Thomson,the Several States,Oct. 15 1785
Richard Henry Lee,Samuel Adams,Oct. 17 1785
Richard Henry Lee,James Monroe,Oct. 17 1785
Richard Henry Lee,John Adams,Oct. 23 1785
William Ellery,William Greene,Oct. 24 1785
The Virginia Delegates,Patrick Henry,Oct. 24 1785
The Massachusetts Delegates,the Massachusetts Assembly,Oct. 27 1785
Richard Henry Lee,Thomas Jefferson,Oct. 29 1785
David Howell,William Greene,Oct. 29 1785
Samuel Holten,James Bowdoin,Oct. 31 1785
The Massachusetts Delegates,James Bowdoin,Nov. 2 1785
Elbridge Gerry,Samuel Adams,Nov. 2 1785
Rufus King,John Adams,Nov. 2 1785
Samuel Livermore,John Langdon,Nov. 5 1785
The Massachusetts Delegates,James Bowdoin,Nov. 6 1785
Charles Thomson,the Several States,Nov. 7 1785
The Virginia Delegates,Patrick Henry,Nov. 7 1785
Elbridge Gerry,John Adams,Nov. 8 1785
William Grayson,James Madison,Nov. 8 1785
Charles Thomson,the Several States,Nov. 9 1785
Pierse Long,John Langdon,Nov. 10 1785
William Samuel Johnson,Matthew Griswold,Nov. 11 1785
William Samuel Johnson,Matthew Griswold,Nov. 14 1785
William Grayson,James Madison,Nov. 14 1785
Charles Thomson,Certain States,Nov. 18 1785
Rufus King,Samuel Molten,Nov. 21 1785
William Grayson,Patrick Henry,Nov. 22 1785
William Grayson,James Madison,Nov. 22 1785
Charles Thomson,the Several States,Nov. 23 1785
Elbridge Gerry,Statement,Nov. 23 1785
William Samuel Johnson,Stephen Mix Mitchell,Nov. 23 1785
The Maryland Delegates,the Assembly of Maryland,Nov. 28 1785
William Grayson,James Monroe,Nov. 28 1785
William Grayson,James Madison,Nov. 28 1785
John Hancock,Charles Thomson,Nov. 30 1785
Pierse Long,John Langdon,Nov. 30 1785
William Grayson,Richard Henry Lee,Nov. 30 1785
John Bayard,Samuel Bayard,Dec. 1 1785
Charles Thomson,the Several States,Dec. 3 1785
Rufus King,John Adams,Dec. 4 1785
Rufus King,John Hancock,Dec. 4 1785
Charles Pettit,John Nicholson,Dec. 4 1785
Charles Thomson,William Churchill I louston,Dec. 5 1785
The Massachusetts Delegates,James Bowdoin,Dec. 5 1785
Charles Thomson,John Mifflin jr.,Dec 8 1785
Stephen Mix Mitchell,William Samuel Johnson,Dec. 10 1785
Charles Pettit,John Nicholson,Dec. 14 1785
David Ramsay,Benjamin Rush,Dec. 14 1785
Samuel Livermore,John Langdon,Dec. 17 1785
John Sitgreaves,Richard Dobbs Spaight,Dec. 17 1785
Pierse Long,John Langdon,Dec. 19 1785
James Monroe,James Madison,Dec. 19 1785
James Monroe,James Madison,Dec. 26 1785
Charles Pettit,John Nicholson,Dec. 27 1785
The Pennsylvania Delegates,Benjamin Franklin,Dec. 31 1785
