id,Label,Source,Target,Type,Timestamp
400,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1775-12-16
401,Richard Smith,Richard Smith,Diary,Directed,1775-12-18
402,Richard Smith,Richard Smith,Diary,Directed,1775-12-19
403,William Livingston,William Livingston,Lord Stirling,Directed,1775-12-19
404,Richard Smith,Richard Smith,Diary,Directed,1775-12-20
405,James Duane,James Duane,Robert R. Livingston,Directed,1775-12-20
406,Josiah Bartlett,Josiah Bartlett, New Hampshire Committee of Safety,Directed,1775-12-21
407,Richard Smith,Richard Smith,Diary,Directed,1775-12-21
408,Samuel Adams,Samuel Adams,John Adams,Directed,1775-12-22
409,Richard Smith,Richard Smith,Diary,Directed,1775-12-22
410,John Hancock,John Hancock,George Washington,Directed,1775-12-22
411,Richard Smith,Richard Smith,Diary,Directed,1775-12-23
412,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1775-12-26
413,Richard Smith,Richard Smith,Diary,Directed,1775-12-26
414,Richard Smith,Richard Smith,Diary,Directed,1775-12-27
415,Richard Smith,Richard Smith,Diary,Directed,1775-12-28
416,Richard Smith,Richard Smith,Diary,Directed,1775-12-29
417,Richard Smith,Richard Smith,Diary,Directed,1775-12-30
418,Massachusetts Delegates,Massachusetts Delegates, Massachusetts Assembly,Directed,1776-01-01
419,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1776-01-01
420,Richard Smith,Richard Smith,Diary,Directed,1776-01-01
421,Richard Smith,Richard Smith,Diary,Directed,1776-01-02
422,Richard Smith,Richard Smith,Diary,Directed,1776-01-03
423,Richard Smith,Richard Smith,Diary,Directed,1776-01-04
424,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-01-04
425,Richard Smith,Richard Smith,Samuel Tucker,Directed,1776-01-04
426,Richard Smith,Richard Smith,Diary,Directed,1776-01-05
427,New York Delegates,New York Delegates, New York Committee of Safety,Directed,1776-01-05
428,John Hancock,John Hancock,George Washington,Directed,1776-01-06
429,Richard Smith,Richard Smith,Diary,Directed,1776-01-06
430,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-01-06
431,Samuel Ward,Samuel Ward,Nicholas Cooke,Directed,1776-01-07
432,Samuel Adams,Samuel Adams,James Warren,Directed,1776-01-07
433,Richard Smith,Richard Smith,Diary,Directed,1776-01-08
434,Josiah Bartlett,Josiah Bartlett,John Langdon,Directed,1776-01-08
435,Richard Smith,Richard Smith,Diary,Directed,1776-01-09
436,Josiah Bartlett,Josiah Bartlett, New Hampshire Convention or Committee of Safety,Directed,1776-01-09
437,Samuel Adams,Samuel Adams,James Warren,Directed,1776-01-10
438,John Hancock,John Hancock,Philip Schuyler,Directed,1776-01-10
439,Richard Smith,Richard Smith,Diary,Directed,1776-01-10
440,Richard Smith,Richard Smith,Diary,Directed,1776-01-11
441,New York Delegates,New York Delegates, New York Committee of Safety,Directed,1776-01-11
442,John Hancock,John Hancock, New York Convention,Directed,1776-01-12
443,Richard Smith,Richard Smith,Diary,Directed,1776-01-12
444,Silas Deane,Silas Deane,Mrs. Deane,Directed,1776-01-13
445,Richard Smith,Richard Smith,Diary,Directed,1776-01-13
446,Richard Smith,Richard Smith,Diary,Directed,1776-01-15
447,Samuel Adams,Samuel Adams,John Adams,Directed,1776-01-15
448,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1776-01-15
449,Richard Smith,Richard Smith,Diary,Directed,1776-01-16
450,Thomas Lynch,Thomas Lynch,George Washington,Directed,1776-01-16
451,John Hancock,John Hancock,George Washington,Directed,1776-01-16
452,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-01-17
453,Richard Smith,Richard Smith,Diary,Directed,1776-01-17
454,Andrew Allen,Andrew Allen, Chairman of Pennsylvania Committee of Safety,Directed,1776-01-18
455,Richard Smith,Richard Smith,Diary,Directed,1776-01-18
456,Richard Smith,Richard Smith,Diary,Directed,1776-01-19
457,Thomas McKean,Thomas McKean,George Read,Directed,1776-01-19
458,Roger Sherman,Roger Sherman,Zebulon Butler,Directed,1776-01-19
459,Josiah Bartlett,Josiah Bartlett, New Hampshire Committee of Safety,Directed,1776-01-20
460,John Hancock,John Hancock,Philip Schuyler,Directed,1776-01-20
461,Thomas Lynch,Thomas Lynch,Philip Schuyler,Directed,1776-01-20
462,Richard Smith,Richard Smith,Diary,Directed,1776-01-20
463,John Hancock,John Hancock,George Washington,Directed,1776-01-20
464,John Hancock,John Hancock, New Hampshire Convention,Directed,1776-01-20
465,Silas Deane,Silas Deane,Mrs. Deane,Directed,1776-01-21
466,Oliver Wolcott,Oliver Wolcott,Philip Schuyler,Directed,1776-01-22
467,Richard Smith,Richard Smith,Diary,Directed,1776-01-24
468,Richard Smith,Richard Smith,Diary,Directed,1776-01-25
469,John Hancock,John Hancock,William Maxwell,Directed,1776-01-25
470,Committee of Congress,Committee of Congress,Report on Memorial for General Montgomery,Directed,1776-01-25
471,Richard Smith,Richard Smith,Diary,Directed,1776-01-26
472,William Livingston,William Livingston,Samuel Tucker,Directed,1776-01-27
473,New York Delegates,New York Delegates, New York Committee of Safety,Directed,1776-01-27
474,Richard Smith,Richard Smith,Diary,Directed,1776-01-27
475,John Hancock,John Hancock,George Washington,Directed,1776-01-29
476,Richard Smith,Richard Smith,Diary,Directed,1776-01-29
477,John Hancock,John Hancock, Massachusetts Assembly,Directed,1776-01-29
478,Joseph Hewes,Joseph Hewes,Samuel Purviance,Directed,1776-01-29
479,Robert Alexander,Robert Alexander, Maryland Council of Safety,Directed,1776-01-30
480,Richard Smith,Richard Smith,Diary,Directed,1776-01-30
481,Thomas McKean,Thomas McKean,Philip Schuyler,Directed,1776-01-30
482,Richard Smith,Richard Smith,Diary,Directed,1776-01-31
483,Richard Smith,Richard Smith,Diary,Directed,1776-02-01
484,Richard Smith,Richard Smith,Diary,Directed,1776-02-02
485,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-02-02
486,Oliver Wolcott,Oliver Wolcott,Samuel Lyman,Directed,1776-02-03
487,Thomas Nelson jr.,Thomas Nelson jr.,Thomas Jefferson,Directed,1776-02-04
488,Richard Smith,Richard Smith,Diary,Directed,1776-02-05
489,Richard Smith,Richard Smith,Diary,Directed,1776-02-06
490,Richard Smith,Richard Smith,Diary,Directed,1776-02-07
491,Richard Smith,Richard Smith,Diary,Directed,1776-02-08
492,Richard Smith,Richard Smith,Diary,Directed,1776-02-09
493,Abraham Clark,Abraham Clark,Elias Dayton,Directed,1776-02-09
494,Oliver Wolcott,Oliver Wolcott,Ezekiel Williams,Directed,1776-02-10
495,New York Delegates,New York Delegates, New York Committee of Safety,Directed,1776-02-11
496,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-02-11
497,John Hancock,John Hancock,George Washington,Directed,1776-02-12
498,Francis Lightfoot Lee,Francis Lightfoot Lee,Landon Carter,Directed,1776-02-12
499,Richard Smith,Richard Smith,Diary,Directed,1776-02-12
500,Benjamin Harrison,Benjamin Harrison,Thomas Jefferson,Directed,1776-02-13
501,Charles Thomson,Charles Thomson, President of Pennsylvania Committee of Safety,Directed,1776-02-13
502,Richard Smith,Richard Smith,Diary,Directed,1776-02-13
503,John Adams,John Adams,Mrs. Adams,Directed,1776-02-13
504,John Penn,John Penn,Thomas Person,Directed,1776-02-14
505,Richard Smith,Richard Smith,Diary,Directed,1776-02-14
506,Richard Smith,Richard Smith,Diary,Directed,1776-02-15
507,Richard Smith,Richard Smith,Diary,Directed,1776-02-16
508,Robert Alexander,Robert Alexander, Maryland Council of Safety,Directed,1776-02-16
509,Richard Smith,Richard Smith,Diary,Directed,1776-02-17
510,John Adams,John Adams,James Warren,Directed,1776-02-18
511,Oliver Wolcott,Oliver Wolcott,Samuel Lyman,Directed,1776-02-19
512,Richard Smith,Richard Smith,Diary,Directed,1776-02-19
513,John Hancock,John Hancock,Charles Lee,Directed,1776-02-19
514,Richard Smith,Richard Smith,Diary,Directed,1776-02-20
515,John Hancock,John Hancock,Philip Schuyler,Directed,1776-02-20
516,Richard Smith,Richard Smith,Diary,Directed,1776-02-21
517,Richard Smith,Richard Smith,Diary,Directed,1776-02-22
518,James Duane,James Duane,Notes of Debates,Directed,1776-02-22
519,Richard Smith,Richard Smith,Diary,Directed,1776-02-23
520,James Duane,James Duane, New York Convention,Directed,1776-02-25
521,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-02-25
522,Benjamin Franklin,Benjamin Franklin,Proposed Resolve,Directed,1776-02-26
523,Richard Smith,Richard Smith,Diary,Directed,1776-02-26
524,Samuel Adams,Samuel Adams,Mrs. Adams,Directed,1776-02-26
525,Richard Smith,Richard Smith,Diary,Directed,1776-02-27
526,Robert Alexander,Robert Alexander, Maryland Council of Safety,Directed,1776-02-27
527,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1776-02-28
528,Richard Smith,Richard Smith,Diary,Directed,1776-02-28
529,Richard Smith,Richard Smith,Diary,Directed,1776-02-29
530,James Duane,James Duane,Lord Stirling,Directed,1776-03-01
531,John Hancock,John Hancock,Lord Stirling,Directed,1776-03-01
532,John Hancock,John Hancock,Charles Lee,Directed,1776-03-01
533,Richard Smith,Richard Smith,Diary,Directed,1776-03-01
534, Secret Committee, Secret Committee,Silas Deane,Directed,1776-03-01
535,533- William Whipple,533- William Whipple,Meshech Weare,Directed,1776-03-02
536, Committee of Secret Correspondence, Committee of Secret Correspondence,Silas Deane,Directed,1776-03-02
537, Committee of Secret Correspondence, Committee of Secret Correspondence,Silas Deane,Directed,1776-03-03
538,Richard Smith,Richard Smith,Diary,Directed,1776-03-05
539,Josiah Bartlett,Josiah Bartlett,John Langdon,Directed,1776-03-05
540,A. George Read,A. George Read,Caesar Rodney,Directed,1776-03-06
541,Richard Smith,Richard Smith,Diary,Directed,1776-03-06
542,John Hancock,John Hancock,George Washington,Directed,1776-03-06
543,John Hancock,John Hancock,Philip Schuyler,Directed,1776-03-07
544,Richard Smith,Richard Smith,Diary,Directed,1776-03-07
545,Richard Smith,Richard Smith,Diary,Directed,1776-03-08
546,Oliver Wolcott,Oliver Wolcott,Matw Griswold,Directed,1776-03-09
547,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-03-09
548,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-03-09
549,Richard Smith,Richard Smith,Diary,Directed,1776-03-11
550,Richard Smith,Richard Smith,Diary,Directed,1776-03-12
551,Richard Smith,Richard Smith,Diary,Directed,1776-03-13
552,William Hooper,William Hooper,Joseph Trumbull,Directed,1776-03-13
553,Richard Smith,Richard Smith,Diary,Directed,1776-03-14
554,John Hancock,John Hancock,Colonel Shea,Directed,1776-03-14
555,John Hancock,John Hancock,Colonel Magaw,Directed,1776-03-14
556,John Hancock,John Hancock,Colonel Irvine,Directed,1776-03-14
557,John Hancock,John Hancock,Colonel Dayton,Directed,1776-03-14
558,New York Delegates,New York Delegates, New York Convention,Directed,1776-03-15
559,John Hancock,John Hancock, New York Convention,Directed,1776-03-15
560,John Hancock,John Hancock,Lord Stirling,Directed,1776-03-15
561,Richard Smith,Richard Smith,Diary,Directed,1776-03-15
562,Matw Tilghman,Matw Tilghman, Maryland Council of Safety,Directed,1776-03-16
563,Richard Smith,Richard Smith,Diary,Directed,1776-03-16
564,John Hancock,John Hancock,Duncan Campbell,Directed,1776-03-16
565,Richard Smith,Richard Smith,Samuel Tucker,Directed,1776-03-16
566,Oliver Wolcott,Oliver Wolcott,Samuel Lyman,Directed,1776-03-16
567,Andrew Allen,Andrew Allen,Philip Schuyler,Directed,1776-03-17
568,Richard Smith,Richard Smith,Diary,Directed,1776-03-18
569,Richard Smith,Richard Smith,Diary,Directed,1776-03-19
570,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-03-19
571,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-03-19
572,Richard Smith,Richard Smith,Diary,Directed,1776-03-20
573,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-03-20
574, Maryland Delegates, Maryland Delegates, Maryland Council of Safety,Directed,1776-03-20
575,Richard Smith,Richard Smith,Diary,Directed,1776-03-21
576,John Adams,John Adams,James Warren,Directed,1776-03-21
577,Charles Thomson,Charles Thomson,Note,Directed,1776-03-22
578,Richard Smith,Richard Smith,Diary,Directed,1776-03-22
579,John Jay,John Jay,Alexander McDougall,Directed,1776-03-23
580,John Adams,John Adams,Horatio Gates,Directed,1776-03-23
581,William Whipple,William Whipple,Josiah Bartlett,Directed,1776-03-24
582,Richard Smith,Richard Smith,Diary,Directed,1776-03-25
583,Richard Henry Lee,Richard Henry Lee,Charles Lee,Directed,1776-03-25
584,Richard Smith,Richard Smith,Diary,Directed,1776-03-26
585,Elbridge Gerry,Elbridge Gerry,James Warren,Directed,1776-03-26
586,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-03-26
587,Richard Smith,Richard Smith,Diary,Directed,1776-03-28
588,John Adams,John Adams,Mrs. Adams,Directed,1776-03-29
589,Richard Smith,Richard Smith,Diary,Directed,1776-03-29
590,Samuel Huntington,Samuel Huntington,Joseph Trumbull,Directed,1776-03-30
591,Richard Henry Lee,Richard Henry Lee,Charles Lee,Directed,1776-04-01
592,John Adams,John Adams,George Washington,Directed,1776-04-01
593,John Adams,John Adams,James Warren,Directed,1776-04-02
594,Samuel Adams,Samuel Adams,Joseph Palmer,Directed,1776-04-02
595,John Hancock,John Hancock,a Continental Officer,Directed,1776-04-03
596,William Whipple,William Whipple,Josiah Bartlett,Directed,1776-04-05
597,Elbridge Gerry,Elbridge Gerry,James Warren,Directed,1776-04-06
598,Robert Morris,Robert Morris,Horatio Gates,Directed,1776-04-06
599,Francis Lightfoot Lee,Francis Lightfoot Lee,Landon Carter,Directed,1776-04-09
600,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-04-09
601,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-04-10
602,John Hancock,John Hancock, New Hampshire Assembly,Directed,1776-04-12
603,William Whipple,William Whipple,Meshech Weare,Directed,1776-04-12
604,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-04-12
605,Thomas McKean,Thomas McKean,Philip Schuyler,Directed,1776-04-13
606,Carter Braxton,Carter Braxton,Landon Carter,Directed,1776-04-14
607,Benjamin Franklin,Benjamin Franklin,Josiah Quincy,Directed,1776-04-15
608,John Hancock,John Hancock,Israel Putnam,Directed,1776-04-16
609,John Hancock,John Hancock, Maryland Council of Safety,Directed,1776-04-16
610,John Hancock,John Hancock, Baltimore Committee,Directed,1776-04-16
611,John Adams,John Adams,James Warren,Directed,1776-04-16
612,James Duane,James Duane,Walter Livingston,Directed,1776-04-17
613,Oliver Wolcott,Oliver Wolcott,Samuel Lyman,Directed,1776-04-17
614,Thomas Johnson jr.,Thomas Johnson jr., Maryland Council of Safety,Directed,1776-04-17
615,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-04-17
616,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-04-18
617,William Whipple,William Whipple,John Langdon,Directed,1776-04-20
618,Richard Henry Lee,Richard Henry Lee,Charles Lee,Directed,1776-04-22
619,Thomas Johnson jr.,Thomas Johnson jr.,Daniel of St. Thomas Jenifer,Directed,1776-04-23
620,John Hancock,John Hancock,George Washington,Directed,1776-04-23
621,John Hancock,John Hancock,Artemas Ward,Directed,1776-04-24
622,John Hancock,John Hancock,Joseph Frye,Directed,1776-04-24
623,Thomas Stone,Thomas Stone,Daniel of St. Thomas Jenifer,Directed,1776-04-24
624,Maryland Delegates,Maryland Delegates, Maryland Council of Safety,Directed,1776-04-25
625,John Jay,John Jay, New York Committee of Safety,Directed,1776-04-27
626,John Adams,John Adams,Horatio Gates,Directed,1776-04-27
627,John Adams,John Adams,Mrs. Adams,Directed,1776-04-28
628,William Whipple,William Whipple,John Langdon,Directed,1776-04-29
629,Samuel Adams,Samuel Adams,John Scollay,Directed,1776-04-30
630,John Hancock,John Hancock, Massachusetts Council,Directed,1776-04-30
631,James Duane,James Duane, New York Convention,Directed,1776-04-30
632,Elbridge Gerry,Elbridge Gerry,James Warren,Directed,1776-05-01
633,John Hancock,John Hancock,George Washington,Directed,1776-05-04
634,New York Delegates,New York Delegates, New York Committee of Safety,Directed,1776-05-05
635,Richard Henry Lee,Richard Henry Lee,Samuel Purviance jr.,Directed,1776-05-06
636,John Hancock,John Hancock,Esek Hopkins,Directed,1776-05-07
637,William Floyd,William Floyd,John McKesson,Directed,1776-05-09
638,Richard Henry Lee,Richard Henry Lee,Charles Lee,Directed,1776-05-11
639,James Duane,James Duane,John Jay,Directed,1776-05-11
640,John Hancock,John Hancock,Joseph Trumbull,Directed,1776-05-11
641,Samuel Adams,Samuel Adams,James Warren,Directed,1776-05-12
642,John Hancock,John Hancock,George Washington,Directed,1776-05-13
643,John Adams,John Adams,James Warren,Directed,1776-05-15
644,Stephen Hopkins,Stephen Hopkins,Nicholas Cooke,Directed,1776-05-15
645,Samuel Adams,Samuel Adams,George Washington,Directed,1776-05-15
646,Joseph Hewes,Joseph Hewes,Samuel Johnston,Directed,1776-05-16
647,Oliver Wolcott,Oliver Wolcott,Samuel Lyman,Directed,1776-05-16
648,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-05-16
649,John Hancock,John Hancock,George Washington,Directed,1776-05-16
650,John Hancock,John Hancock, Massachusetts Assembly,Directed,1776-05-16
651,Secret Committee,Secret Committee,George Washington,Directed,1776-05-16
652,William Whipple,William Whipple,Meshech Weare,Directed,1776-05-16
653,James Duane,James Duane,John Jay,Directed,1776-05-16
654,John Adams,John Adams,Mrs. Adams,Directed,1776-05-17
655,Carter Braxton,Carter Braxton,Landon Carter,Directed,1776-05-17
656,Thomas Jefferson,Thomas Jefferson,John Page,Directed,1776-05-17
657,Joseph Hewes,Joseph Hewes,James Iredell,Directed,1776-05-17
658,Caesar Rodney,Caesar Rodney,Thomas Rodney,Directed,1776-05-17
659,William Whipple,William Whipple,Meshech Weare,Directed,1776-05-17
660,Richard Henry Lee,Richard Henry Lee,Charles Lee,Directed,1776-05-18
661,William Whipple,William Whipple,John Langdon,Directed,1776-05-18
662,Joseph Hewes,Joseph Hewes,William Tokeley,Directed,1776-05-18
663,Josiah Bartlett,Josiah Bartlett,John Langdon,Directed,1776-05-19
664,William Whipple,William Whipple,John Langdon,Directed,1776-05-20
665,Elbridge Gerry,Elbridge Gerry,James Warren,Directed,1776-05-20
666,John Adams,John Adams,James Warren,Directed,1776-05-20
