Elbridge Gerry,Joseph Trumbull,Mar. 26 H 1777
William EUery,Nicholas Cooke,Mar 30 1777
John Adams,James Warren,Mar 31 1777
Roger Sherman,Jonathan Trumbull jr.,Apr.1 1777
Roger Sherman,Joseph Trumbull,Apr 2 1777
John Hancock,Thomas Johnson jr.,Apr 2 1777
William Ellery,Nicholas Cooke,Apr 6 1777
John Adams,Mrs. Adams,Apr 6 1777
John Adams,James Warren,Apr 6 1777
William Whipple,Josiah Bartlett,Apr 7 1777
Benjamin Rush,Diary,Apr 8 1777
Thomas Burke,Abstract of Debates,Apr 8 1777
Roger Sherman,Jonathan Trumbull,Apr 9 1777
Committee of Congress,George Washington,Apr 10 1777
Richard Henry Lee,George Washington,Apr 10 1777
James Sykes,George Read,Apr. 10 1777
John Adams , ,Apr 13 1777
Thomas Burke,Richard Caswell,Apr 15 1777
Massachusetts Delegates,the Speaker of the House of Representatives,Apr. 16 1777
John Adams,James Bowdoin,Apr 16 1777
John Adams,James Warren,Apr 16 1777
Richard Henry Lee,George Washington,Apr 16 1777
Francis Lewis,Abraham Ten Broeck,Apr 17 1777
Roger Sherman,Jonathan Trumbull,Apr 17 1777
Benjamin Rumsey,Thomas Johnson jr.,Apr 17 1777
Samuel Adams,James Warren,Apr 17 1777
William Duer,Abraham Ten Broeck,Apr 17 1777
George Walton,Lachlan Mcintosh,Apr 18 1777
John Hancock,Horatio Gates,Apr 18 1777
Secret Committee,Samuel and Robert Purviance,Apr 19 1777
William Whipple,John Langdon,Apr 19  1777
Elbridge Gerry,Joseph Trumbull,Apr 19 1777
John Adams,Mrs. Adams,Apr 19 1777
Richard Henry Lee,Arthur Lee,Apr 20 1777
New York Delegates,Abraham Ten Broeck,Apr 21 1777
Qiarles Thomson,George Washington,Apr 22 1777
Mann Page jr., ,George Weedon,Apr 22 1777
Richard Henry Lee,Patrick Henry,Apr 22 1777
Samuel Adams,Samuel Cooper,Apr 23 1777
Roger Sherman,Jonathan Trumbull,Apr 23 1777
Oliver Wolcott,Joshua Huntington,Apr 24 1777
John Hancock,George Washington,Apr 25 1777
Philip Schuyler,Richard Varick,Apr 26 1777
William Whipple,Josiah Bartlett,Apr 27 1777
Maryland Delegates,Thomas Johnson jr.,Apr 28 1777
New York Delegates,Abraham Ten Broeck,Apr 29 1777
Thomas Burke,Richard Caswell,Apr 29 1777
John Hancock,Horatio Gates,Apr 29 1777
Philip Schuyler,George Washington,Apr 30 1777
Maryland Delegates,Thomas Johnson jr.,May 1 1777
Robert Morris,Thomas Johnson,jr.. May 1 1777
Benj amin Rumsey,Thomas Johnson,j r.. May 1 1777
Daniel Roberdeau,Benjamin Franklin,May 1 1777
James Lovell,Horatio Gates,May 1 1777
Committee of Foreign Affairs,the Commissioners at Paris,May 2 1777
Thomas Burke,Richard Caswell,May 2 1777
475- John Adams,James Warren,May 3 1777
John Hancock,George Washington,May 3 1777
William Whipple,John Langdon,May 3 1777
John Hancock,the Thirteen States,May 5 1777
John Adams,Joseph Palmer,May 6 1777
John Adams,James Warren,May 6 1777
William Whipple,Josiah Bartlett ( ?),May 7 1777
WiUiam Ellery,Nicholas Cooke,May 8 1777
New York Delegates,the New York Convention,May 9 1777
John Adams,Mrs. Adams,May 10 1777
William Whipple,John Langdon,May 10 1777
John Hancock,George Washington,May 10 1777
Board of War,George Washington,May 11 1777
Thomas Burke,Richard Caswell,May 11 1777
James Lovell,George Washington,May 12 1777
Roger Sherman,Oliver Wolcott,May 13 1777
Roger Sherman,Jonathan Trumbull,May 14 1777
Roger Sherman,Jonathan Trumbull,May 16 1777
Thomas Nelson jr., ,George Wjiihe,May 16 '^^ 1777
John Adams,Mrs. Adams,May 17 1777
Philip Schuyler,George Washington,May 18 1777
John Hancock,George Washington,May 20 1777
Richard Henry Lee,Thomas Jefferson,May 20 1777
Virginia Delegates,George Wythe,May 20 1777
Roger Sherman,Oliver Wolcott,May 21 1777
Massachusetts Delegates,James Warren,May 21 1777
Richard Henry Lee,George Washington,May 22 1777
James Lovell,Horatio Gates,May 22 1777
Thomas Burke,Richard Caswell,May 23 1777
New York Delegates,the New York Council of Safety,May 23 1777
William Paca,the Governor and Council of Maryland,May 24 1777
Richard Henry Lee,Patrick Henry,May 26 1777
John Adams,Thomas Jefferson,May 26 1777
James Lovell,George Washington,May 26 1777
Daniel Rolicrdeaii , (leornc Washinnton. May 26 1777
Jolin 1 lancock,CieorRC Wasliinntoii,May 27 1777
William Ducr,Rolit-rt R. LiviiiKstoii,May 28 1777
John Adams,John Sullivan,June 3 1777
Hoard of War,Horatio Gates,June 4 1777
James Lovcll,Joseph 'rnimbull,June 6 1777
James Ixtvell,Oliver Wolcott,June 7 1777
Secret Committee,Oliver Tollock,June 12 1777
New York Delegates,the New York Council of Safety,June 19 1777
James Duane,Robert R. Livinpston,June 19 1777
James Duane,Philip Schuyler,June 19 1777
William Ducr,Philip Schuyler,June 19 1777
John Adaius,James Warren. June 19 1777
James Duane,Robert R. Livingston,June 24 1777
John Hancock,John McKinley,June 25 1777
James Duane,Robert R. LivinRston,June 26 1777
Samuel Adams,Richard Henry Lee,June 26 1777
James Duane,Robert R. Livingston,June 28 1777
Robert ^,^ris,Silas Deane,June 29 1777
Samuel Adams,James Warren,June 30 1777
Eliphalet Dyer,Joseph Trumbull,June 39 1777
James Lovell,Joseph Trumbull,June 30 1777
James Lovell,William Whipple,June 30 1777
James Duane,Robert R. Livingston,July 1 1777
New York Delegates,the New York Council of Safety,July 2 1777
James Duane,Robert R. Livingston,July 2 1777
James Lovell,Benjamin Franklin,July 4 1777
Thomas Burke,Richard Caswell,July 5 1777
William Williams,Jonathan Trumbull,July 5 1777
Henry Marchant,the Governor and Company of Rhode Island,July 5 1777
James Lovell,William W' hippie,July 7 1777
John Adams,James Warren,July 7 1777
John Adams,Nathanael Greene. July 7 1777
Eliphalet Dyer,Joseph Trumbull,July 7 1777
Eliphalet Dyer,Joseph Trumbull,July 8 1777
Elbridge Gerry,Joseph Trumbull,July 8 1777
John Hancock,Joseph Trumbull,July 8 1777
New York Delegates,the New York Council of Safety,July 8 1777
William Duer,Robert R. Livingston,July 9 1777
Elbridge Gerry,Joseph Trumbull,July 9 1777
John Hancock,the Massachusetts Assembly,July 10 1777
James Lovell,Joseph Trumbull,July 11 1777
John Hancock,Benedict Arnold,July 12 1777
John Hancock,the Massachusetts Assembly,July 14 1777
Samuel Adams,Richard Henry Lee,July 15 1777
Eliphalet Dyer,Joseph Trumbull,July 15 1777
John Hancock,Philip Schuyler,July 18 1777
James Lovell,William Whipple,July 21 1777
Thomas Burke,Richard Caswell,July 22 1777
Samuel Adams,Richard Henrj' Lee,July 22 1777
James Lovell,George Washington,July 24 1777
Charles Thomson,Notes of Debates,July 24 1777
Charles Thomson,Notes of Debates,July 25 1777
Henry Laurens,John Lewis Gervais,July 25 1777
Charles Thomson,Notes of Debates,July 26 1777
Nathaniel Folsom,Meshech Weare,July 26 1777
Samuel Adams,Paul Revere,July 28 1777
Charles Thomson,Notes,of Debates,July 28 1777
William Duer,Philip Schuyler,July 29 1777
New York Delegates,the New York Council of Safety,July 29 1777
James Lovell,William Whipple,July 29 1777
Thomas Burke,Richard Caswell,July 30i 1777
John Hancock,the Maryland Assembly,July 31-2 1777
Samuel Adams,James Warren,July 31 1777
Samuel Adams,James Warren,Aug. 1 1777
James Lovell,William Whipple,Aug 1 1777
William Williams,Jonathan Trumbull,Aug 2 1777
William Williams,Jonathan Trumbull,Aug 2 1777
John Hancock,William Heath,Aug 2 1777
James Lovell,William Whipple,Aug 4 1777
Thomas Burke,Richard Caswell,Aug 5 1777
Henry Laurens,John Lewis Gervais,Aug 5 1777
George Walton,George Washington,Aug 5 1777
Nathaniel Folson,Josiah Bartlett,Aug 5 1777
William Williams,Jonathan Trumbull,Aug 6 1777
John Hancock,the New York Assembly,Aug 6 1777
James Lovell,William Whipple,Aug 7 1777
James Lovell,William Whipple,Aug 8 1777
Henry Laurens,Robert Howe,Aug 7 1777
Henry Laurens,Lachlan Mcintosh,Aug 11 1777
James Lovell,William Whipple,Aug 11 1777
Henry Laurens,John Rutledge,Aug 12 1777
Nathaniel Folsom,Josiah Bartlett,Aug 12 1777
Charles Carroll of Carrollton,Benjamin Franklin,Aug 12 1777
John Hancock,Horatio Gates,Aug 14 1777
Henry Laurens,William Thomson,Aug 17 1777
Henry Laurens,John Rutledge,Aug 17 1777
Henry Marchant,Nicholas Cooke,Aug 17 1777
John Hancock,George Washington,Aug 17 1777
James Lovell,WilHam Whipple,Aug 18 1777
John Adams,James Warren,Aug 18 1777
Henry Laurens,John Rutledge,Aug 19 1777
John Adams,Mrs. Adams,Aug 19 1777
George Frost,Josiah Bartlett,Aug 19 1777
George Frost,Josiah Bartlett,Aug 19 1777
William Paca,Thomas Johnson jr.,Aug 19 1777
Henry Laurens,Joseph Clay,Aug 20 1777
John Adams,Mrs. Adams,Aug 20 1777
Benjamin Harrison,George Washington,Aug 20 1777
Roger Sherman,Horatio Gates,Aug 20 1777
Henry Laurens,John Lewis Gervais,Aug 21 1777
John Adams,Mrs. Adams,Aug 21 1777
James Lovell,Oliver Wolcott,Aug 21 1777
John Hancock,George Washington,Aug 21 1777
New Hampshire Delegates,Meshech Weare,Aug 22 1777
John Hancock,George Washington,Aug 22 1777
James Duane,Philip Schuyler,Aug 23 1777
Cornelius Harnett,Richard Caswell,Aug 23 1777
John Hancock,the Pennsylvania Council,Aug 23 1777
Henry Marchant,Nicholas Cooke,Aug 24 1777
John Hancock,the New Hampshire Assembly,Aug 25 1777
Richard Henry Lee,Thomas Jefiferson,Aug 25 1777
Henry Laurens,Heads of Inquiry as,the State of the Army,Aug 27 1777
Henry Laurens,Lachlan Mcintosh,Sept. 1 1777
New Hampshire Delegates,Meshech Weare,Sept 2 1777
Thomas Burke,Richard Caswell,Sept 2 1777
Committee of Intelligence,George Washington,Sept 2 1777
James Duane,Robert R. Livingston,Sept. 3 1777
John Hancock,Israel riitiiani,Sti)t. 3 1777
Robert Morris,William \Vliipi)le,Sei)t. 4 1777
Committee of CoiiRress,Josei)h Trumhull. Sept 5 1777
6jJoliii Hancock,William Livingston,Sept 5 1777
Henry Laurens,John Lewis Gervais,Sept 5 1777
Committee of Congress,Georpe Washington,Sept 6 1777
John Hancock,George Washington,Sept. 4 1777
James Lo\ ell,Joseph Triimhull. Sept 7 1777
Kliphalet Dyer,Joseph Trumbull,Sept 7 1777
James I^vcll,Vicomte dv Mauroy,Sept 8 1777
Richard Henry Lee,Patrick Henry,Sept 8 1777
John .\dams,Mrs. Adams. Sept 8 1777
John 1 lancock,George Washington,Sept 9 1777
Henry Laurens,John Rutledge,Sept 10 1777
Eliphalet Dyer,Joseph Trumbull,Sept 12 1777
John 1 lancock,George Washington,Sept 12 1777
John Hancock,William Livingston,Sept 12 1777
John Hancock,George Washington. Sept 13 1777
Samuel Chase,Thomas Johnson jr.,Sept 13 1777
John Adams,Mrs. Adams. Sept 14 1777
Henry Laurens,George Galphin,Sept 16 1777
Henry Marchant,the Rhode Island Assembly,Sept 17 1777
James Lovell,William Whipple,Sept 17 1777
William Williams,Jonathan Trumbull,Sept 17 1777
Thomas Burke,Richard Caswell. Sept 17 1777
John Adams,Diary,Sept 18 1777
Henry Laurens,John Lewis Gervais,Sept 18 1777
John Adams,Diary,Sept 19 1777
Thomas Burke,Richard Caswell,Sept 20 1777
Charles Carroll of Carrollton,George Washington,Sept 22 1777
James Lovell,Joseph Trumbull,Sept 23 1777
654. I^Ibridge Gerry,George Washington,Sept 24 1777
Elbridge Gerry,George Washington,Sept 25 1777
Cornelius Harnett,William Wilkinson,Sept 25 1777
Jolin Hancock,George Washington,Sept 26 1777
Cornelius Harnett,Richard Caswell,Sept 27 1777
Eliphalet Dyer,Joseph Trumbull,Sept 28 1777
John Hancock,George Washington,Sept 30 1777
John Adams,Mrs. Adams,Sept 30 1777
William Williams,Jonathan Trumbull,Sept 30 1777
Daniel Roberdeau,Thomas Wharton jr.,Oct. 1 1777
Elbridge Gerry,Joseph Trumbull,Oct 2 1777
John Hancock,the Massachusetts Council,Oct 3 1777
James Duane,George Qinton,Oct 3 1777
John Penn,Richard Caswell,Oct 5 1777
John Hancock,Robert Morris,Oct 5 1777
James Duane,Philip Schuyler,Oct 5 1777
James Duane,Jonathan Trumbull,j r.,Oct 5 1777
James Lovell,Horatio Gates,Oct 5 1777
Committee of Foreign Affairs,the Commissioners in Paris,Oct 6 1777
John Hancock,John Nixon. Oct. 6 1777
Richard Henr>- Lee,Patrick Henry,Oct. 8 1777
John Hancock,the Massachusetts Council,Oct 8 1777
Eliphalet Dyer,Joseph Trumbull,Oct 8 1777
James Duane,Philip Schuyler,Oct 9 1777
Henry Laurens,John Lewis Gervais,Oct. 9 1777
Samuel Chase,Thomas Johnson jr.,Oct. 10 1777
Cornelius Harnett,Richard Caswell,Oct. 10 1777
Henry Laurens,John Laurens,Oct. 10 1777
Daniel Roberdeau,Thomas Wharton jr.,Oct 10 1777
William Williams,Jonathan Trumbull,Oct. 11 1777
Eliphalet Dyer,John Sullivan,Oct. 11 1777
John Hancock,George Washington,Oct 12 1777
Thomas Burke,John Sullivan,Oct. 12 1777
Daniel Roberdeau,Thomas Wharton jr.,Oct 14 1777
John Hancock,George Washington,Oct 14 1777
Henry Laurens,John Laurens,Oct 16 1777
Henry Laurens,John Rutledge,Oct 16 1777
Henry Laurens,John Lewis Gervais,Oct 16 1777
Richard Henry Lee,Hall and Sellers,Oct 17 1777
John Hancock,George Washington,Oct 17 1777
John Harvie,Thomas Jefferson,Oct 17 1777
69s. John Hancock,Mrs. Hancock,Oct 18 1777
Henry Laurens,John Lewis Gervais,Oct 18 1777
Henry Laurens,John Rutledge,Oct 19 1777
Henry Laurens,Robert Howe,Oct 20 1777
North Carolina Delegates,Richard Caswell,Oct 20 1777
Richard Henry Lee,George Washington,Oct 20 1777
William Williams,Jabez Huntington,Oct 22 1777
Eliphalet Dyer,John Sullivan,Oct 23 1777
John Adams,Mrs. Adams,Oct 24 1777
Henry Marchant,Nicholas Cooke,Oct 24 1777
Committee of Congress,Jasper Yeates,Oct 24 1777
Committee of Congress,Edward Hand,Oct 24 1777
Committee of Congress , ,Oct 24 1777
John Adams,Mrs. Adams,Oct 25 1777
John Hancock,George Washington,Oct 25 1777
John Hancock,Thomas Jefferson,Oct 25 1777
Richard Henry Lee,Patrick Henry,Oct 25 1777
Nathaniel Folsom,Meshech Weare,Oct 27 1777
John Adams,Mrs Adams,Oct 28 1777
Richard Henry Lee,Patrick Henry,Oct 28 1777
Samuel Adams,James Warren,Oct 29 1777
Samuel Adams,James Warren,Oct 30 1777
Daniel Roberdeau,Edward Hand,Oct 30 1777
Nathaniel Folsom,Josiah Bartlett,Oct 30 1777
Daniel Roberdeau,Timothy Matlack,Nov. 1 1777
Richard Henry Lee,Thomas Mifflin,Nov 2 1777
Board of War,Horatio Gates,Nov 2 1777
James Lovell,William Whipple,Nov 3 1777
Roger Sherman,Richard Henry Lee,Nov 3 1777
Samuel Adams,James Warren,Nov 4 1777
Thomas Burke,Richard Caswell,Nov 4 1777
William Williams,Joseph Trumbull,Nov 4 1777
Eliphalet Dyer,Joseph Trumbull,Nov 4 1777
Henry Laurens,Horatio Gates,Nov 5 1777
Eliphalet Dyer,Horatio Gates,Nov 5 1777
James Lovell,Horatio Gates,Nov 5 1777
William Duer,George Clinton,Nov 9 1777
Daniel Roberdeau,Thomas Wharton jr.,Nov 10 1777
Cornelius Harnett,Thomas Burke,Nov 13 1777
Henry Laurens,George Washington,Nov 13 1777
Pennsylvania Delegates,Thomas Wharton jr.,Nov 13 1777
Henry Laurens,Israel Putnam,Nov 14 1777
Henry Laurens,Horatio Gates,Nov 14 1777
Richard Henry Lee,Samuel Adams,Nov 15 1777
Thomas Burke,Notes on the Articles of Confederation,Nov 15 1777
Thomas Burke,Remarks concerning the Confederation,Nov 15 1777
Henry I-aurens,Jolm Lewis ncrvais,Nov 18 1777
Jonathan Ehncr,William Maxwell,Nov 18 1777
James Duane,Philip Schuyler,Nov. 19 1777
Henry Laurens tn (icorne WashinRton,Nov. I9 1777
John Penn,William Woodford,Nov. ly 5 1777
Daniel Robcrdeau,Thomas Wharton jr.,Nov 19 1777
Cornelius I lamett,Thomas Hurke,Nov 20 1777
Richard Henry Lee,GeorRe Washington,Nov 20 1777
Nathaniel Folsom,Meshech Weare,Nov 21 1777
Commercial Conmiittec,Kdward Hand,Nov 21 1777
James Duane,the New York Council of Safety. Nov 21 1777
751. I lenry Laurens,GeorRC Washington,Nov 22 1777
Henry Laurens,Horatio Gates,Nov. 23 1777
Richard Henry Lee,Samuel Adams,Nov 23 1777
Richard I lenry Lee,Meshech Weare,Nov 24 1777
Henrj' Laurens,Richard Caswell,Nov 25 1777
James Lovell,Horatio Gates,Nov 27 1777
Elbridge Gerry,Joseph Trumbull,Nov 27 1777
Henry I-aurens,Horatio Gates,Nov 28 1777
William Williams,Joseph Trumbull,Nov 28 1777
William Williams,Jonathan Trumbull,Nov 28 1777
Eliphalet Dyer,Joseph Trumbull,Nov 28 1777
Henry Laurens,Horatio Gates,Nov 29 1777
Henry Laurens,John Laurens,Nov 30 1777
William Ellery,Nicholas Cooke. Nov 30 1777
Cornelius Harnett,W^illiam Wilkinson,Nov 30 1777
Henry Laurens,John Rutledge,Dec. 1 1777
Henry Laurens,Robert Treat Paine,Dec 3 1777
James Lovell,Richard Henry Lee,Dec 8 1777
James Lovell,John .'Kdams,Dec 8 1777
James Lovell,Samuel Adams,Dec. 8 1777
Cornelius Harnett,Thomas Burke,Dec 8 1777
Cornelius Harnett,William Wilkinson,Dec 8 1777
Eliphalet Dyer,Joseph Trumbull,Dec 8 1777
Committee of Congress,George Washington,Dec 10 1777
Henry Laurens,the Continental Congress,Dec 12 1777
William Ellery,Nicholas Cooke. Dec 14 1777
Eliphalet Dyer,Joseph Trumbull,Dec 15 1777
James Duane,Horatio Gates,Dec 16 1777
James Duane,Philip Schuyler,Dec 16 1777
Jonathan Bayard Smith,George Bryan,Dec 19 1777
Jonathan Bayard Smith,George Bryan,Dec 19 1777
Henry Laurens,Philip Schuyler,Dec 20 1777
James Lovell,Samuel Adams,Dec 20 1777
Abraham Clark,Lord Stirling. Dec 20 1777
784. E[bridge Gerrj- ,Robert Morris,Dec 21 1777
Jonathan Bayard Smith,Thomas Wharton jr.,Dec 22 1777
Henry Laurens,William Heath,Dec 23 1777
William Ellery,William Whipple,Dec 59 1777
Daniel Roberdeau,Thomas Wharton jr.,Dec 24 1777
Henry Laurens,James Duane,Dec 24 1777
Daniel Roberdeau,Thomas Wharton jr.,Dec 26 1777
Henry Laurens,William Heath,Dec. 27 1777
Daniel Roberdeau,George Bryan,Dec 29 1777
Henry Laurens,John Lewis Gervais,Dec 30 1777
Francis Lightfoot Lee,Thomas W^harton jr.,Dec 30 1777
Francis Lightfoot Lee,Thomas Johnson jr.,Dec. 31 1777
